full_address,name,zip_code,borough,ave_rating,ave_review_count,num,NAME
"5951 Queens Midtown Expy, Maspeth, NY 11378,",Dunkin',11224,Brooklyn,2,22,1,DD
"5951 Queens Midtown Expy, Maspeth, NY 11378,",Dunkin',11229,Brooklyn,2,17,1,DD
"5951 Queens Midtown Expy, Maspeth, NY 11378,",Dunkin',11235,Brooklyn,3,10,1,DD
"5951 Queens Midtown Expy, Maspeth, NY 11378,",Dunkin',11377,Brooklyn,2,11,1,DD
"5951 Queens Midtown Expy, Maspeth, NY 11378,",Dunkin' Donuts / Baskin Robbins,10016,Brooklyn,2.5,27,1,DD
"6000 Shore Pkwy, Brooklyn, NY 11234,",Dunkin',11234,Brooklyn,1.5,4,1,DD
"601 2nd Ave, New York, NY 10016,",Dunkin',10016,Brooklyn,3.5,12,1,DD
"601 E Fordham Rd, Bronx, NY 10458,",Dunkin',10458,Brooklyn,3.5,4,1,DD
"610 Utica Ave, Brooklyn, NY 11203,",Dunkin',11203,Brooklyn,2,25,1,DD
"625 8th Ave, Fl 2 South Wing, New York, NY 10018,",Dunkin',11355,Bronx,2.5,19,1,DD
"6390 Amboy Rd, Staten Island, NY 10309,",Dunkin',10309,Brooklyn,2,7,1,DD
"643 Manhattan Ave, Brooklyn, NY 11222,",Dunkin',11222,Brooklyn,2.5,31,1,DD
"6502 14th Ave, Brooklyn, NY 11219,",Dunkin',11219,Brooklyn,2,6,1,DD
"655 Rossville Ave, Staten Island, NY 10309,",Dunkin',10001,Brooklyn,3,26,1,DD
"655 Rossville Ave, Staten Island, NY 10309,",Dunkin',10003,Brooklyn,2,29,1,DD
"655 Rossville Ave, Staten Island, NY 10309,",Dunkin',10007,Brooklyn,3,17,1,DD
"655 Rossville Ave, Staten Island, NY 10309,",Dunkin',10009,Brooklyn,2,20,1,DD
"655 Rossville Ave, Staten Island, NY 10309,",Dunkin',10011,Brooklyn,2.5,26,1,DD
"655 Rossville Ave, Staten Island, NY 10309,",Dunkin',10019,Brooklyn,3,24,1,DD
"655 Rossville Ave, Staten Island, NY 10309,",Dunkin',10023,Brooklyn,2.5,22,1,DD
"655 Rossville Ave, Staten Island, NY 10309,",Dunkin',10024,Brooklyn,2.5,29,1,DD
"655 Rossville Ave, Staten Island, NY 10309,",Dunkin',10038,Brooklyn,2,29,1,DD
"655 Rossville Ave, Staten Island, NY 10309,",Dunkin',10065,Brooklyn,2,23,1,DD
"655 Rossville Ave, Staten Island, NY 10309,",Dunkin',10309,Brooklyn,3,6,1,DD
"655 Rossville Ave, Staten Island, NY 10309,",Dunkin',10459,Brooklyn,4,2,1,DD
"655 Rossville Ave, Staten Island, NY 10309,",Dunkin',11106,Brooklyn,3,19,1,DD
"655 Rossville Ave, Staten Island, NY 10309,",Dunkin',11221,Brooklyn,2,9,1,DD
"655 Rossville Ave, Staten Island, NY 10309,",Dunkin',11225,Brooklyn,3.5,16,1,DD
"655 Rossville Ave, Staten Island, NY 10309,",Dunkin',11229,Brooklyn,2.5,28,1,DD
"655 Rossville Ave, Staten Island, NY 10309,",Dunkin',11236,Brooklyn,2.5,7,1,DD
"655 Rossville Ave, Staten Island, NY 10309,",Dunkin',11355,Brooklyn,3,13,1,DD
"655 Rossville Ave, Staten Island, NY 10309,",Dunkin',11357,Brooklyn,1,1,1,DD
"655 Rossville Ave, Staten Island, NY 10309,",Dunkin',11361,Brooklyn,3,89,1,DD
"655 Rossville Ave, Staten Island, NY 10309,",Dunkin',11372,Brooklyn,3,15,1,DD
"655 Rossville Ave, Staten Island, NY 10309,",Dunkin',11373,Brooklyn,2,17,1,DD
"655 Rossville Ave, Staten Island, NY 10309,",Dunkin',11385,Brooklyn,3.5,17,1,DD
"655 Rossville Ave, Staten Island, NY 10309,",Dunkin',11435,Brooklyn,5,1,1,DD
"6620 Avenue U, Brooklyn, NY 11234,",Dunkin',11234,Brooklyn,3,12,1,DD
"666 5th Ave, New York, NY 10103,",Dunkin',10103,Brooklyn,2,13,1,DD
"6667 Fresh Pond Rd, Flushing, NY 11385,",Dunkin',11385,Brooklyn,2.5,7,1,DD
"677 Anderson Ave, Cliffside Park, NJ 07010,",Dunkin',11212,Manhattan,1.5,7,1,DD
"680 St Nicholas Ave, New York, NY 10030,",Dunkin',10030,Brooklyn,2.5,20,1,DD
"6809 Queens Blvd, Woodside, NY 11377,",Dunkin',11377,Brooklyn,2.5,6,1,DD
"69-06 Roosevelt Ave, Woodside, NY 11377,",Dunkin',11377,Brooklyn,2.5,29,1,DD
"699 Morris Park Ave, Bronx, NY 10462,",Dunkin',10462,Brooklyn,4.5,3,1,DD
"70 Major Deegan Expy, Bronx, NY 10471,",Dunkin',10471,Bronx,1.5,8,1,DD
"7016 Northern Blvd, Flushing, NY 11372,",Dunkin',11372,Brooklyn,3.5,13,1,DD
"71-67 Yellowstone Blvd, Forest Hills, NY 11375,",Dunkin',11375,Brooklyn,3,21,1,DD
"712 E. 233rd St, Bronx, NY 10466,",Dunkin',10466,Brooklyn,2.5,7,1,DD
"721 Flatbush Ave, Brooklyn, NY 11226,",Dunkin',11226,Brooklyn,3,9,1,DD
"728 W 181st St, New York, NY 10033,",Dunkin',10033,Brooklyn,3,27,1,DD
"730 Columbus Ave, New York, NY 10025,",Dunkin',10025,Brooklyn,3,17,1,DD
"737 4th Avenue, Brooklyn, NY 11232,",Dunkin',11232,Brooklyn,2.5,25,1,DD
"7519 5th Avenue, Brooklyn, NY 11209,",Dunkin',11209,Brooklyn,2,14,1,DD
"7520 37th Ave, Jackson Heights, NY 11372,",Dunkin',11372,Brooklyn,3,10,1,DD
"759 S Columbus Ave, Mount Vernon, NY 10550,",Dunkin',10550,Bronx,1.5,13,1,DD
"7602 13th Ave, Brooklyn, NY 11228,",Dunkin',11228,Brooklyn,2,28,1,DD
"764 Manor Rd, Staten Island, NY 10314,",Dunkin',10314,Brooklyn,3.5,7,1,DD
"764 Sunrise Hwy, Baldwin, NY 11510,",Dunkin',11510,Brooklyn,1.5,22,1,DD
"764 Sunrise Hwy, Baldwin, NY 11510,",Dunkin',11735,Queens,2.5,11,1,DD
"764 Sunrise Hwy, Baldwin, NY 11510,",Dunkin',11791,Queens,2,30,1,DD
"764 Sunrise Hwy, Baldwin, NY 11510,",Dunkin',11803,Queens,2,12,1,DD
"770 Forest Ave, Staten Island, NY 10310,",Dunkin',10310,Brooklyn,2,22,1,DD
"774 Broadway, Brooklyn, NY 11206,",Dunkin Donuts,11430,Brooklyn,3,6,1,DD
"774 Broadway, Brooklyn, NY 11206,",Dunkin',10001,Brooklyn,2,1,1,DD
"774 Broadway, Brooklyn, NY 11206,",Dunkin',10016,Brooklyn,1.5,17,1,DD
"774 Broadway, Brooklyn, NY 11206,",Dunkin',10121,Brooklyn,2,12,1,DD
"774 Broadway, Brooklyn, NY 11206,",Dunkin',10312,Brooklyn,2,5,1,DD
"774 Broadway, Brooklyn, NY 11206,",Dunkin',10314,Brooklyn,3.5,3,1,DD
"774 Broadway, Brooklyn, NY 11206,",Dunkin',10454,Brooklyn,2.5,16,1,DD
"774 Broadway, Brooklyn, NY 11206,",Dunkin',10455,Brooklyn,2,1,1,DD
"774 Broadway, Brooklyn, NY 11206,",Dunkin',10463,Brooklyn,3,21,1,DD
"774 Broadway, Brooklyn, NY 11206,",Dunkin',10475,Brooklyn,3.5,5,1,DD
"774 Broadway, Brooklyn, NY 11206,",Dunkin',10703,Brooklyn,3,5,1,DD
"774 Broadway, Brooklyn, NY 11206,",Dunkin',11101,Brooklyn,1,2,1,DD
"774 Broadway, Brooklyn, NY 11206,",Dunkin',11366,Brooklyn,1.5,29,1,DD
"774 Broadway, Brooklyn, NY 11206,",Dunkin',11372,Brooklyn,2,29,1,DD
"774 Broadway, Brooklyn, NY 11206,",Dunkin',11373,Brooklyn,2.5,5,1,DD
"774 Broadway, Brooklyn, NY 11206,",Dunkin',11422,Brooklyn,3,13,1,DD
"774 Broadway, Brooklyn, NY 11206,",Dunkin',11426,Brooklyn,2.5,15,1,DD
"774 Broadway, Brooklyn, NY 11206,",Dunkin',11432,Brooklyn,1.5,18,1,DD
"774 Broadway, Brooklyn, NY 11206,",Dunkin',11552,Brooklyn,2,16,1,DD
"774 Broadway, Brooklyn, NY 11206,",Dunkin',11576,Brooklyn,1.5,32,1,DD
"774 Broadway, Brooklyn, NY 11206,",Dunkin',11596,Brooklyn,3,17,1,DD
"7910 Springfield Blvd, Oakland Gardens, NY 11364,",Dunkin',11364,Brooklyn,3,5,1,DD
"799 Main St, New Rochelle, NY 10801,",Dunkin',10801,Bronx,2.5,4,1,DD
"80 County Rd, Jersey City, NJ 07097,",Dunkin',10502,Queens,1.5,2,1,DD
"80 County Rd, Jersey City, NJ 07097,",Dunkin',10601,Queens,2,9,1,DD
"80 County Rd, Jersey City, NJ 07097,",Dunkin',11710,Queens,2,30,1,DD
"80 County Rd, Jersey City, NJ 07097,",Dunkin',11758,Queens,3.5,7,1,DD
"80 John St, New York, NY 10038,",Dunkin',10038,Brooklyn,4,9,1,DD
"80 John St, New York, NY 10038,",Dunkin' Donuts,10002,All Boroughs,2.5,23,1,DD
"80 John St, New York, NY 10038,",Dunkin' Donuts,11217,All Boroughs,2.5,3,1,DD
"806 Franklin Ave, Brooklyn, NY 11225,",Dunkin',11225,Manhattan,1,1,1,DD
"81 Jericho Tpke, Jericho, NY 11753,",Dunkin',11753,Brooklyn,2,17,1,DD
"81 Knollwood Rd, White Plains, NY 10607,",Dunkin',10607,Queens,2,24,1,DD
"815 10th Ave, New York, NY 10019,",Dunkin',10019,Brooklyn,2.5,52,1,DD
"818 6th Ave, New York, NY 10001,",Dunkin',10001,Brooklyn,1.5,15,1,DD
"8285 Jericho Tpke, Woodbury, NY 11797,",Dunkin',11797,Queens,3,18,1,DD
"840 Carman Ave, Westbury, NY 11590,",Dunkin',11590,Brooklyn,3.5,7,1,DD
"8413 Jamaica Ave, Woodhaven, NY 11421,",Dunkin',11421,Brooklyn,4,5,1,DD
"851 Yonkers Ave, Yonkers, NY 10704,",Dunkin',10704,Brooklyn,3,6,1,DD
"86-10 Queens Blvd, Elmhurst, NY 11373,",Dunkin',11373,Bronx,2,18,1,DD
"87-10 Northern Blvd, Jackson Heights, NY 11372,",Dunkin',11372,Brooklyn,3.5,13,1,DD
"872 Flatbush Ave, Brooklyn, NY 11226,",Dunkin Donut & Baskin Robbin,11226,Brooklyn,2.5,9,1,DD
"875 3rd Ave, New York, NY 10022,",Dunkin',10022,Brooklyn,2.5,27,1,DD
"8777 Parsons Blvd, Jamaica, NY 11432,",Dunkin',11432,Brooklyn,2.5,21,1,DD
"88-01 Queens Blvd, Elmhurst, NY 11373,",Dunkin',11373,Brooklyn,2.5,12,1,DD
"8922 Roosevelt Ave, Flushing, NY 11372,",Dunkin',11372,Brooklyn,3,12,1,DD
"8925 Avenue D, Brooklyn, NY 11236,",Dunkin',11236,Brooklyn,1.5,8,1,DD
"896 Amsterdam Ave, New York, NY 10025,",Dunkin',10025,Brooklyn,2,6,1,DD
"9 Gramatan Ave, Mount Vernon, NY 10550,",Dunkin',10550,Bronx,2,3,1,DD
"90 Broad St, New York, NY 10004,",Dunkin',10004,Brooklyn,3,14,1,DD
"90 West St, New York, NY 10006,",Dunkin',10006,Brooklyn,2.5,3,1,DD
"90-1 Myrtle Ave, Queens, NY 11385,",Dunkin' Donuts,11385,Brooklyn,3,1,1,DD
"900 1st Ave, New York, NY 10022,",Dunkin',10469,Bronx,2.5,8,1,DD
"900 1st Ave, New York, NY 10022,",Dunkin',10573,Bronx,5,1,1,DD
"900 Saint Nicholas Ave, New York, NY 10032,",Dunkin',10032,Brooklyn,3,6,1,DD
"9005 Myrtle Avenue, Glendale, NY 11385,",Dunkin',11385,Brooklyn,5,1,1,DD
"906 Coney Island Ave, Brooklyn, NY 11218,",Dunkin',11218,Brooklyn,2.5,25,1,DD
"96 E Main St, New Rochelle, NY 10801,",Dunkin',10801,Brooklyn,1,5,1,DD
"9637 Queens Blvd, Rego Park, NY 11374,",Dunkin',11374,Brooklyn,2,15,1,DD
"97 Stuyvesant Pl, Staten Island, NY 10301,",Dunkin',10301,Brooklyn,4,7,1,DD
"9712 Metropolitan Ave, Forest Hills, NY 11375,",Dunkin',10002,Brooklyn,2,31,1,DD
"9712 Metropolitan Ave, Forest Hills, NY 11375,",Dunkin',10007,Brooklyn,3,18,1,DD
"9712 Metropolitan Ave, Forest Hills, NY 11375,",Dunkin',10011,Brooklyn,2.5,36,1,DD
"9712 Metropolitan Ave, Forest Hills, NY 11375,",Dunkin',10013,Brooklyn,1.5,26,1,DD
"9712 Metropolitan Ave, Forest Hills, NY 11375,",Dunkin',10027,Brooklyn,2,1,1,DD
"9712 Metropolitan Ave, Forest Hills, NY 11375,",Dunkin',11050,Brooklyn,3.5,11,1,DD
"9712 Metropolitan Ave, Forest Hills, NY 11375,",Dunkin',11207,Brooklyn,2,9,1,DD
"9712 Metropolitan Ave, Forest Hills, NY 11375,",Dunkin',11210,Brooklyn,2,20,1,DD
"9712 Metropolitan Ave, Forest Hills, NY 11375,",Dunkin',11214,Brooklyn,1,1,1,DD
"9712 Metropolitan Ave, Forest Hills, NY 11375,",Dunkin',11215,Brooklyn,2,13,1,DD
"9712 Metropolitan Ave, Forest Hills, NY 11375,",Dunkin',11224,Brooklyn,2.5,7,1,DD
"9712 Metropolitan Ave, Forest Hills, NY 11375,",Dunkin',11354,Brooklyn,3.5,25,1,DD
"9712 Metropolitan Ave, Forest Hills, NY 11375,",Dunkin',11355,Brooklyn,2.5,17,1,DD
"9712 Metropolitan Ave, Forest Hills, NY 11375,",Dunkin',11356,Brooklyn,3.5,10,1,DD
"9712 Metropolitan Ave, Forest Hills, NY 11375,",Dunkin',11367,Brooklyn,3,62,1,DD
"9712 Metropolitan Ave, Forest Hills, NY 11375,",Dunkin',11379,Brooklyn,2,17,1,DD
"9712 Metropolitan Ave, Forest Hills, NY 11375,",Dunkin',11430,Brooklyn,2,5,1,DD
"9712 Metropolitan Ave, Forest Hills, NY 11375,",Dunkin',11432,Brooklyn,2.5,16,1,DD
"98 Main St, Hempstead, NY 11550,",Dunkin',11550,Brooklyn,2,3,1,DD
"980 E. 233rd St, Bronx, NY 10466,",Dunkin',10466,Bronx,1,6,1,DD
"9925 Horace Harding Expy, Flushing, NY 11368,",Dunkin',11368,Brooklyn,3,13,1,DD
"Central Terminal Dr, New York, NY 11371,",Dunkin Donuts/Baskin Robbins,11371,Brooklyn,2.5,2,1,DD
"JFK International Airport, Terminal 8, Jamaica, NY 11430,",Dunkin',11430,Brooklyn,2,19,1,DD
"LaGuardia Airport, East Elmhurst, NY 11369,",Dunkin' Donuts,11369,Brooklyn,2.5,30,1,DD
